,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
5527,5527,2.0,0.7583,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", 1 tesla has no full self driving system autopilot is not fsd tesla drivers know that only non-tesla drivers confuse it 2 not all tesla cars cost 80k 3 you'd need to buy eap and turn it on 4 do you know how fast the car was going if it was the trucks fault 
5528,5528,1.0,0.5648,"car, tesla, driver, self, one, like, get, road, drive, cars", tesla autopilot thought the white trailer truck was a cloud wonder what the humans thought as the tesla they were in was driving into the side of the cloud thats not a cloud 
5529,5529,2.0,0.6599,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", yet calls it autopilot and full self driving 
5530,5530,7.0,0.6113,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im", considering the intention to go all electric in just a few years it may be a development mule for self driving tech like tesla autopilot 
5531,5531,7.0,0.4608,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",text when youre back safe said on autopilot by women every time our friends get public transport taxis or walking/driving home alone 
5532,5532,2.0,0.8756,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",finally tesla tells california dmv that full self-driving beta is not an autonomous system | carscoops tesla officially announced fsd and autopilot are both level 2 good on them 
5533,5533,7.0,0.461,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",i hate when my brain goes on autopilot when driving n i almost treat a stoplight like a stop sign i'm waiting for the day ion catch myself hahahah
5534,5534,2.0,0.8719,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla tells california dmv that fsd is not capable of autonomous driving tesla fsdbeta california dmv autonomousdriving selfdriving autopilot elonmusk sae capability
5535,5535,7.0,0.4614,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",who else is driving around this week in autopilot like a good little doge making sure they're constantly monitoring the system just to get brownie points for fsd button 
5536,5536,4.0,0.6403,"tesla, full, self, work, drive, like, go, without, think, still", when elon retweets a video of fans having sex while driving on autopilot that sends a signal that you dont really have to pay attention 
5537,5537,2.0,0.5669,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", augmented reality driving/autopilot overlay
5538,5538,1.0,0.464,"car, tesla, driver, self, one, like, get, road, drive, cars", i have a question if i'm driving in the uk and put my car on autopilot and it drives more than the allowed speed limit who takes the blame and pays the fine me or you 
5539,5539,1.0,0.5927,"car, tesla, driver, self, one, like, get, road, drive, cars", again this is kinda bullshit my model 3 drives itself as much as i could of ever hoped sure self driving was promised but right now tesla autopilot blows every other system out of the water even hondas new bulkshit level 3 system 
5540,5540,1.0,0.4323,"car, tesla, driver, self, one, like, get, road, drive, cars", autopilot and full self driving makes sitting in traffic a whole lot more relaxing 
5541,5541,2.0,0.6929,"self, tesla, full, fsd, people, like, cars, driver, car, tsla"," the problem started with using ""autopilot"" as the name for the software and then referring to full self driving useful as marketing tools but not proper legal or technical terms for what they have and they keep using those terms hence that letter "
5542,5542,2.0,0.7875,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", i think calling the feature full self driving in lots of places is very misleading same with autopilot 
5543,5543,2.0,0.8821,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", teslas homepage right now we designed and engineered our full self-driving fsd computer from the ground up to rapidly process neural networks the foundation for how we train and develop autopilot
5544,5544,2.0,0.8312,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",tesla tells that neither autopilot nor full selfdrivingdespite the name and marketing pushare capable of autonomous driving selfdrivingcars safety
5545,5545,2.0,0.5044,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", aka - self driving cars is easy if you can have self-driving-car-only lanes planes/boats/etc have had autopilot for decades
5546,5546,2.0,0.894,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",teslas goal to release its level 5 full self driving fsd mode autopilot capability in 2021 was deemed unrealistic by the ceo of competitor waymo in a recent interview read more autonomousmilescompiled teslaextends ai artificialintelligence 
5547,5547,2.0,0.7153,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", same understanding autopilot and fsd still require constant supervision by the driver and as such are not considered autonomous by dmv but tesla's goal for autonomous driving is clear when tesla can show disengagement rates that are low enough they would update dmvs
5548,5548,2.0,0.7961,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",i'm ok with tesla saying their autopilot car is full self driving why because it's better then most of these drivers out here already
5549,5549,7.0,0.5037,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im",pretty fun and interesting iihs study suggests level 2 driving automation advanced driver assistance systems like teslas autopilot may increase driver attentiveness and situational awareness but only after the driver gets used to using them 
5550,5550,2.0,0.4235,"self, tesla, full, fsd, people, like, cars, driver, car, tsla",what's in a name 'level 2 autonomy delivers partial driving automation crucially the driver needs to remain behind the wheel and aware at all times full self-driving is not any more advanced than cadillac's super cruise or tesla's autopilot both are level 2 systems too ' 
5551,5551,1.0,0.8394,"car, tesla, driver, self, one, like, get, road, drive, cars", why if autopilot is good why do the law makers want drivers to pay more attention if i have to pay more attention why don't i just do the driving that's stupid reverse thinking 
5552,5552,1.0,0.7081,"car, tesla, driver, self, one, like, get, road, drive, cars", i find that when i am driving using autopilot on the highway i am able to actually monitor the whole road much more easily compared to the low level requirement of keeping the car in the middle of the lane i know i would see things like this every time 
5553,5553,1.0,0.8239,"car, tesla, driver, self, one, like, get, road, drive, cars", not so much more experienced as minimum experience threshold i've probably only used autopilot for 30-40 hours of driving over the 6 months i've had my car it's plenty 
5554,5554,2.0,0.6211,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", uhh the ceo of tesla promised people that their 10000$ investment would turn their car into a money making machine thats what tesla said not that it is autopilot for cities they say full self driving not 80 95 or 99% full self driving 
5555,5555,7.0,0.5196,"like, fsd, tesla, highway, dont, autonomous, really, know, already, im","if you didn't know tesla's autopilot is not really autopilot go read this piece key part ""tesla added that ""we do not expect significant enhancements"" that would ""shift the responsibility for the entire dynamic driving task to "
5556,5556,2.0,0.7283,"self, tesla, full, fsd, people, like, cars, driver, car, tsla", in the future well fake driving cars instead of fsd and autopilot
